timestamp,device,flow_rate_lpm,pressure_bar,total_usage_liters
2025-11-17 00:08:04,kitchen_sink,30.57,2.1,47.45
2025-11-17 00:00:11,bath,2823.0,1.86,27.14
2025-11-17 00:00:11,kitchen_sink,6.94,3.64,8.76
2025-11-17 00:58:02,dishwasher,31.29,1.83,11.88
2025-11-17 00:58:02,dishwasher,19.11,4.14,19.53
2025-11-17 00:32:21,kitchen_sink,28.36,1.57,51.06
2025-11-17 00:39:09,dishwasher,31.42,2.37,75.17
2025-11-17 00:07:52,shower,11.47,4.62,27.7
2025-11-17 00:38:32,toilet_flush,4.3,4.01,6.36
2025-11-17 00:44:12,washing_machine,8.36,1.76,13.34
2025-11-17 00:26:49,bath,15.24,4.37,9.56
2025-11-17 00:26:35,bath,28.72,3.23,51.67
2025-11-17 00:47:00,shower,3020.0,4.46,10.95
2025-11-17 00:50:15,garden_irrigation,0.74,3.6,0.63
2025-11-17 00:59:07,washing_machine,18.12,3.89,31.48
2025-11-17 00:06:44,washing_machine,14.9,4.98,13.61
2025-11-17 00:34:36,washing_machine,8.16,2.31,2.57
2025-11-17 00:18:12,dishwasher,4.64,3.68,9.81
2025-11-17 00:19:22,toilet_flush,12.15,3.11,11.1
2025-11-17 00:19:22,garden_irrigation,33.03,1.64,11.4
2025-11-17 00:08:13,shower,1165.0,1.55,4.33
2025-11-17 00:37:41,dishwasher,1839.9999999999998,1.92,14.33
2025-11-17 00:09:16,garden_irrigation,24.75,3.77,15.08
2025-11-17 00:43:44,bath,13.05,3.49,25.85
2025-11-17 00:21:44,shower,34.03,3.44,31.98
2025-11-17 00:37:06,dishwasher,33.7,1.61,69.11
2025-11-17 00:45:40,toilet_flush,9.19,3.14,5.51
2025-11-17 00:01:01,bath,17.66,4.74,23.55
2025-11-17 00:57:51,garden_irrigation,10.88,2.89,19.39
2025-11-17 00:06:28,washing_machine,10.33,3.69,17.56
2025-11-17 00:27:49,garden_irrigation,1.77,4.23,2.8
2025-11-17 00:30:37,bath,21.53,4.24,50.1
2025-11-17 00:32:59,dishwasher,17.84,3.32,12.94
2025-11-17 00:25:28,dishwasher,2.28,4.5,3.05
2025-11-17 00:27:32,toilet_flush,10.11,2.87,
2025-11-17 00:49:08,toilet_flush,31.84,4.61,12.07
2025-11-17 00:42:40,toilet_flush,8.76,2.34,2.88
2025-11-17 00:08:47,shower,5.5,2.48,
2025-11-17 00:49:27,garden_irrigation,17.39,1.69,28.8
2025-11-17 00:44:00,washing_machine,34.5,4.28,27.52
2025-11-17 00:09:19,dishwasher,8.85,2.96,5.64
2025-11-17 00:09:19,washing_machine,23.69,2.3,29.74
2025-11-17 00:06:54,kitchen_sink,26.78,2.31,43.15
2025-11-17 00:50:45,toilet_flush,8.7,4.65,6.71
2025-11-17 00:39:33,bath,25.62,4.42,22.84
2025-11-17 00:51:54,washing_machine,13.19,3.44,21.25
2025-11-17 00:30:01,toilet_flush,22.31,3.66,52.99
2025-11-17 00:37:04,washing_machine,22.36,3.16,39.17
2025-11-17 00:08:41,garden_irrigation,18.98,2.87,37.97
2025-11-17 00:28:13,kitchen_sink,3.61,4.7,3.77
2025-11-17 00:28:08,toilet_flush,29.32,1.94,24.22
2025-11-17 00:47:38,shower,11.57,2.96,14.4
2025-11-17 00:47:38,shower,6.93,2.71,14.25
2025-11-17 00:29:23,washing_machine,1.91,3.24,2.39
2025-11-17 00:59:51,dishwasher,20.89,3.1,44.86
2025-11-17 00:00:44,garden_irrigation,23.88,3.32,59.08
2025-11-17 00:55:50,bath,1.07,1.99,0.39
2025-11-17 00:49:49,None,18.17,3.3,5.53
2025-11-17 00:24:01,toilet_flush,8.31,2.35,4.52
2025-11-17 00:44:03,kitchen_sink,22.76,2.15,24.67
2025-11-17 00:22:16,garden_irrigation,6.52,1.73,3.27
2025-11-17 00:42:23,washing_machine,2434.0,4.17,53.61
2025-11-17 00:48:50,garden_irrigation,13.84,3.0,3.5
2025-11-17 00:22:06,kitchen_sink,32.82,3.69,30.4
2025-11-17 00:11:24,garden_irrigation,5.24,4.05,3.27
2025-11-17 00:24:53,toilet_flush,12.27,-3.88,28.74
2025-11-17 00:37:13,None,4.41,3.15,7.67
2025-11-17 00:11:55,kitchen_sink,32.4,2.86,74.44
2025-11-17 00:01:00,washing_machine,30.77,2.82,74.97
2025-11-17 00:42:14,bath,9.4,3.74,12.63
2025-11-17 00:24:22,toilet_flush,23.27,3.23,17.19
2025-11-17 00:13:52,kitchen_sink,28.69,4.47,18.52
2025-11-17 00:49:27,bath,19.65,4.56,14.0
2025-11-17 00:18:52,bath,18.77,2.1,34.34
2025-11-17 00:43:13,bath,8.84,1.98,
2025-11-17 00:37:44,kitchen_sink,3.71,3.71,1.18
2025-11-17 00:22:00,washing_machine,31.45,2.55,50.28
2025-11-17 00:20:42,garden_irrigation,31.56,1.56,52.92
2025-11-17 00:08:25,garden_irrigation,22.34,4.61,38.65
2025-11-17 00:28:58,bath,12.2,2.29,12.87
2025-11-17 00:05:58,shower,12.55,-4.75,25.77
2025-11-17 00:15:06,shower,25.55,4.01,36.47
2025-11-17 00:49:52,None,31.45,4.17,13.92
2025-11-17 00:58:21,washing_machine,31.1,2.21,63.24
2025-11-17 00:02:45,kitchen_sink,27.41,2.32,65.57
2025-11-17 00:16:42,washing_machine,22.65,3.32,7.66
2025-11-17 00:16:42,toilet_flush,3.4,2.1,3.74
2025-11-17 00:12:48,shower,6.08,2.57,8.03
2025-11-17 00:32:46,kitchen_sink,31.5,2.63,16.91
2025-11-17 00:22:20,dishwasher,21.42,2.06,47.03
2025-11-17 00:38:10,toilet_flush,0.82,2.22,0.7
2025-11-17 00:38:10,garden_irrigation,4.0,4.26,8.0
2025-11-17 00:50:28,shower,23.39,2.09,40.78
2025-11-17 00:50:28,washing_machine,0.67,1.6,1.06
2025-11-17 00:22:02,bath,6.05,3.7,3.88
2025-11-17 00:31:34,garden_irrigation,19.43,4.92,13.75
2025-11-17 00:38:17,garden_irrigation,24.37,2.66,7.53
2025-11-17 00:06:20,toilet_flush,22.99,1.92,17.33
2025-11-17 00:29:33,dishwasher,8.24,3.5,8.19
2025-11-17 00:11:25,kitchen_sink,25.07,4.67,53.05
2025-11-17 00:43:28,bath,8.69,4.24,9.06
2025-11-17 00:37:14,kitchen_sink,11.73,3.68,22.7
2025-11-17 00:45:49,toilet_flush,26.25,2.6,31.78
2025-11-17 00:07:36,garden_irrigation,22.91,3.4,45.94
2025-11-17 00:56:54,shower,29.8,1.82,72.87
2025-11-17 00:00:53,garden_irrigation,23.19,3.88,17.43
2025-11-17 00:07:40,toilet_flush,20.11,4.04,43.91
2025-11-17 00:06:08,garden_irrigation,3.73,4.88,6.08
2025-11-17 00:37:43,bath,13.19,2.41,27.43
2025-11-17 00:36:13,garden_irrigation,9.65,1.56,16.39
2025-11-17 00:32:18,garden_irrigation,8.92,3.41,10.48
2025-11-17 00:44:29,garden_irrigation,34.07,3.97,24.69
2025-11-17 00:57:04,shower,14.06,4.27,5.08
2025-11-17 00:55:05,washing_machine,31.28,2.18,44.78
2025-11-17 00:30:44,washing_machine,22.27,2.42,55.18
2025-11-17 00:29:29,kitchen_sink,27.92,3.29,52.98
2025-11-17 00:08:31,washing_machine,17.84,2.66,17.0
2025-11-17 00:01:33,washing_machine,20.4,4.51,42.89
2025-11-17 00:22:46,washing_machine,17.49,3.16,34.43
2025-11-17 00:56:16,dishwasher,7.24,4.3,6.14
2025-11-17 00:34:17,garden_irrigation,25.42,3.53,5.92
2025-11-17 00:40:18,dishwasher,10.19,4.21,4.81
2025-11-17 00:56:46,garden_irrigation,1.34,2.66,2.97
2025-11-17 00:18:05,bath,2277.0,-4.41,48.37
2025-11-17 00:20:58,shower,6.61,2.46,5.81
2025-11-17 00:20:58,dishwasher,32.95,3.41,
2025-11-17 00:26:06,garden_irrigation,3340.9999999999995,2.25,67.61
2025-11-17 00:13:54,garden_irrigation,32.06,3.16,75.56
2025-11-17 00:17:54,washing_machine,13.27,2.61,26.43
2025-11-17 00:40:56,shower,1.03,2.43,1.64
2025-11-17 00:01:23,shower,32.53,4.88,24.66
2025-11-17 00:07:01,washing_machine,15.27,2.06,21.52
2025-11-17 00:26:33,dishwasher,33.85,4.26,24.95
2025-11-17 00:26:33,washing_machine,33.74,4.94,69.45
2025-11-17 00:21:27,shower,29.93,1.57,32.62
2025-11-17 00:31:33,toilet_flush,10.66,3.95,22.57
2025-11-17 00:39:22,washing_machine,13.79,2.39,14.86
2025-11-17 00:39:22,washing_machine,29.86,1.64,62.57
2025-11-17 00:45:11,None,11.43,2.91,
2025-11-17 00:50:15,dishwasher,6.35,4.77,7.7
2025-11-17 00:53:52,toilet_flush,19.71,1.54,31.84
2025-11-17 00:02:47,bath,32.8,3.56,11.86
2025-11-17 00:15:11,toilet_flush,24.51,3.25,58.36
2025-11-17 00:49:56,kitchen_sink,20.17,4.56,30.64
2025-11-17 00:25:08,toilet_flush,3.85,1.79,5.27
2025-11-17 00:57:47,washing_machine,21.72,3.89,
2025-11-17 00:10:17,None,34.66,3.88,75.95
2025-11-17 00:46:34,shower,5.33,3.84,7.47
2025-11-17 00:10:47,bath,18.38,4.8,42.88
2025-11-17 00:42:47,washing_machine,30.77,4.38,10.74
2025-11-17 00:08:19,bath,26.06,1.65,12.0
2025-11-17 00:58:09,shower,24.55,3.15,38.61
2025-11-17 00:18:41,bath,24.74,2.89,25.1
2025-11-17 00:07:20,toilet_flush,12.9,2.59,16.35
2025-11-17 00:08:33,shower,10.63,3.08,10.15
2025-11-17 00:40:18,washing_machine,28.42,2.84,32.14
2025-11-17 00:25:56,garden_irrigation,28.45,3.01,59.52
2025-11-17 00:25:56,washing_machine,30.41,4.93,47.59
2025-11-17 00:23:09,dishwasher,32.01,1.81,79.83
2025-11-17 00:17:55,kitchen_sink,18.14,4.73,36.46
2025-11-17 00:09:11,shower,17.8,3.18,14.76
2025-11-17 00:22:07,washing_machine,28.04,3.68,22.66
2025-11-17 00:53:44,toilet_flush,22.92,4.41,22.29
2025-11-17 00:16:23,toilet_flush,24.72,2.76,52.89
2025-11-17 00:03:10,dishwasher,27.95,3.01,7.34
2025-11-17 00:54:20,bath,31.21,2.93,22.77
2025-11-17 00:18:56,washing_machine,12.16,2.81,27.74
2025-11-17 00:16:27,bath,13.46,4.74,22.5
2025-11-17 00:10:19,kitchen_sink,3.74,4.4,2.7
2025-11-17 00:27:49,shower,20.45,1.88,14.4
2025-11-17 00:19:58,kitchen_sink,1.74,1.88,3.8
2025-11-17 00:10:19,garden_irrigation,16.56,3.0,37.35
2025-11-17 00:10:19,dishwasher,19.22,1.85,15.17
2025-11-17 00:58:10,bath,10.39,3.67,12.13
2025-11-17 00:51:17,washing_machine,20.88,2.0,44.26
2025-11-17 00:48:12,bath,1.55,3.33,3.06
2025-11-17 00:22:45,kitchen_sink,1.79,1.53,3.71
2025-11-17 00:02:29,dishwasher,28.88,2.61,40.21
2025-11-17 00:53:14,garden_irrigation,12.93,3.87,
2025-11-17 00:14:53,kitchen_sink,4.88,3.19,4.63
2025-11-17 00:04:00,garden_irrigation,18.52,4.92,10.38
2025-11-17 00:09:59,dishwasher,27.06,4.56,49.52
2025-11-17 00:25:23,toilet_flush,7.95,2.76,11.45
2025-11-17 00:50:31,toilet_flush,21.99,1.66,47.62
2025-11-17 00:30:35,washing_machine,3.44,4.46,1.33
2025-11-17 00:54:58,kitchen_sink,2.28,4.69,4.88
2025-11-17 00:51:08,toilet_flush,18.83,4.37,16.47
2025-11-17 00:14:06,bath,19.15,1.95,32.67
2025-11-17 00:06:10,dishwasher,22.49,4.99,6.57
2025-11-17 00:06:10,shower,2555.0,2.41,40.93
2025-11-17 00:34:03,dishwasher,34.17,4.03,63.21
2025-11-17 00:36:58,bath,18.31,4.68,19.19
2025-11-17 00:12:29,toilet_flush,11.64,2.32,8.09
2025-11-17 00:17:48,toilet_flush,27.93,-4.68,40.12
2025-11-17 00:49:11,kitchen_sink,9.84,2.58,20.82
2025-11-17 00:01:02,garden_irrigation,15.64,4.92,14.77
2025-11-17 00:20:04,shower,3.21,2.48,2.51
2025-11-17 00:27:30,shower,1.37,4.84,1.15
2025-11-17 00:25:23,garden_irrigation,33.71,1.69,80.33
2025-11-17 00:20:32,kitchen_sink,29.34,3.98,30.11
2025-11-17 00:10:37,toilet_flush,24.51,3.36,
2025-11-17 00:29:03,garden_irrigation,14.61,3.17,29.19
2025-11-17 00:06:06,dishwasher,6.48,2.28,11.72
2025-11-17 00:18:52,dishwasher,5.9,3.97,2.92
2025-11-17 00:03:10,dishwasher,9.13,2.17,22.51
2025-11-17 00:44:05,shower,19.45,3.43,31.09
2025-11-17 00:13:11,shower,25.15,2.39,34.0
2025-11-17 00:48:23,None,23.28,4.84,25.12
2025-11-17 00:48:07,dishwasher,10.16,1.6,23.03
2025-11-17 00:44:54,dishwasher,33.44,2.2,25.45
2025-11-17 00:51:57,toilet_flush,25.96,2.35,22.25
2025-11-17 00:18:21,toilet_flush,19.63,2.95,9.45
2025-11-17 00:12:38,washing_machine,21.6,2.31,42.03
2025-11-17 00:44:28,bath,14.98,3.22,23.52
2025-11-17 00:35:53,garden_irrigation,9.05,4.55,14.49
2025-11-17 00:35:53,toilet_flush,12.78,3.99,8.98
2025-11-17 00:04:43,washing_machine,26.65,3.53,45.24
2025-11-17 00:31:55,kitchen_sink,1.0,1.81,1.96
2025-11-17 00:10:21,dishwasher,4.5,3.93,4.6
2025-11-17 00:37:37,shower,2.09,2.08,4.27
2025-11-17 00:41:19,garden_irrigation,1.91,4.25,1.91
2025-11-17 00:19:10,bath,30.01,2.38,58.33
2025-11-17 00:29:49,kitchen_sink,24.78,2.96,6.88
2025-11-17 00:42:41,garden_irrigation,16.86,2.73,24.75
2025-11-17 00:54:01,garden_irrigation,3.88,4.51,9.43
2025-11-17 00:08:20,toilet_flush,1746.0,1.94,42.9
2025-11-17 00:36:30,washing_machine,16.83,-3.48,14.27
2025-11-17 00:24:26,garden_irrigation,6.48,2.0,7.87
2025-11-17 00:15:57,bath,15.47,3.97,5.33
2025-11-17 00:38:36,kitchen_sink,14.25,4.67,31.47
2025-11-17 00:48:39,bath,21.75,3.02,32.79
2025-11-17 00:25:03,garden_irrigation,22.41,3.21,24.33
2025-11-17 00:18:48,bath,2.06,4.75,
2025-11-17 00:13:36,bath,13.42,3.32,31.91
2025-11-17 00:12:26,dishwasher,22.09,3.21,31.36
2025-11-17 00:50:42,washing_machine,17.86,3.52,15.19
2025-11-17 00:32:40,shower,30.05,3.91,30.22
2025-11-17 00:02:23,garden_irrigation,23.22,1.87,19.1
2025-11-17 00:59:02,kitchen_sink,6.12,4.37,9.7
2025-11-17 00:12:08,dishwasher,2.93,3.02,6.85
2025-11-17 00:29:01,dishwasher,22.66,1.75,49.18
2025-11-17 00:22:43,shower,1.41,4.25,1.78
2025-11-17 00:13:54,bath,20.71,2.82,43.51
2025-11-17 00:05:54,shower,32.94,1.85,38.64
2025-11-17 00:37:42,toilet_flush,20.35,3.72,15.88
2025-11-17 00:15:10,toilet_flush,13.89,4.58,34.2
2025-11-17 00:57:51,garden_irrigation,22.69,4.61,20.4
2025-11-17 00:44:31,dishwasher,16.31,4.85,15.41
2025-11-17 00:12:55,kitchen_sink,19.32,4.54,47.84
2025-11-17 00:46:04,toilet_flush,32.98,1.51,16.75
2025-11-17 00:38:31,bath,13.82,2.83,26.94
2025-11-17 00:50:15,washing_machine,33.66,4.36,79.18
2025-11-17 00:50:45,washing_machine,31.73,2.78,43.7
2025-11-17 00:46:47,bath,7.25,3.61,1.49
2025-11-17 00:59:20,shower,2.89,3.62,3.07
2025-11-17 00:04:51,bath,3.98,2.78,1.82
2025-11-17 00:04:51,shower,1.13,4.67,1.31
2025-11-17 00:47:47,shower,3.76,3.26,7.58
2025-11-17 00:33:14,washing_machine,24.06,3.13,29.09
2025-11-17 00:31:27,toilet_flush,2.96,4.99,3.53
2025-11-17 00:47:53,bath,11.5,3.23,17.03
2025-11-17 00:47:53,toilet_flush,29.65,2.12,45.6
2025-11-17 00:53:24,garden_irrigation,1.3,3.3,2.82
2025-11-17 00:11:42,kitchen_sink,28.6,4.35,26.0
2025-11-17 00:37:31,washing_machine,10.22,4.22,
2025-11-17 00:32:13,dishwasher,4.58,4.26,6.88
2025-11-17 00:12:10,shower,24.54,3.98,21.87
2025-11-17 00:36:04,kitchen_sink,22.2,2.39,
2025-11-17 00:27:34,shower,30.77,4.52,31.71
2025-11-17 00:08:45,kitchen_sink,25.86,4.63,42.21
2025-11-17 00:55:55,kitchen_sink,28.22,2.18,20.63
2025-11-17 00:45:38,toilet_flush,10.23,1.96,23.7
2025-11-17 00:03:36,dishwasher,6.62,4.91,10.08
2025-11-17 00:03:36,garden_irrigation,2640.0,4.54,61.14
2025-11-17 00:34:29,garden_irrigation,28.34,4.63,8.69
2025-11-17 00:48:01,shower,34.67,4.6,34.25
2025-11-17 00:52:21,washing_machine,14.74,3.4,3.72
2025-11-17 00:17:35,garden_irrigation,13.33,3.76,11.01
2025-11-17 00:17:35,washing_machine,27.29,3.41,59.56
2025-11-17 00:29:44,shower,12.26,1.68,3.48
2025-11-17 00:57:04,washing_machine,32.61,4.11,39.23
2025-11-17 00:24:11,kitchen_sink,30.12,3.27,14.17
2025-11-17 00:30:03,kitchen_sink,15.3,3.77,17.73
2025-11-17 00:37:58,shower,26.41,3.26,56.24
2025-11-17 00:26:13,washing_machine,26.53,3.22,43.33
2025-11-17 00:26:13,dishwasher,4.06,2.1,7.69
2025-11-17 00:58:38,dishwasher,31.64,2.48,31.73
2025-11-17 00:58:38,washing_machine,17.93,2.06,42.53
2025-11-17 00:11:55,shower,29.01,2.18,53.13
2025-11-17 00:48:54,dishwasher,11.54,4.91,13.5
2025-11-17 00:14:44,garden_irrigation,31.4,2.04,37.08
2025-11-17 00:33:53,toilet_flush,13.93,2.44,32.22
2025-11-17 00:34:59,garden_irrigation,0.87,3.57,1.33
2025-11-17 00:23:58,bath,31.74,3.64,57.92
2025-11-17 00:00:28,toilet_flush,3.65,2.04,4.23
2025-11-17 00:17:54,washing_machine,11.52,4.28,8.23
2025-11-17 00:17:54,toilet_flush,33.28,4.25,62.04
2025-11-17 00:49:47,dishwasher,33.3,2.33,53.21
2025-11-17 00:36:50,toilet_flush,20.28,2.51,27.44
2025-11-17 00:35:17,washing_machine,2230.0,4.78,36.47
2025-11-17 00:28:43,kitchen_sink,15.97,4.39,10.84
2025-11-17 00:30:43,toilet_flush,10.62,3.94,21.52
2025-11-17 00:38:07,dishwasher,11.84,1.79,28.19
2025-11-17 00:42:33,dishwasher,23.7,2.96,53.31
2025-11-17 00:18:28,shower,26.46,3.46,24.85
2025-11-17 00:13:37,garden_irrigation,27.81,2.16,31.53
2025-11-17 00:36:52,washing_machine,27.74,3.07,57.13
2025-11-17 00:39:25,washing_machine,3.65,3.6,5.73
2025-11-17 00:41:06,toilet_flush,17.56,2.65,25.64
2025-11-17 00:50:34,kitchen_sink,2.49,4.23,5.8
2025-11-17 00:50:34,kitchen_sink,19.46,4.44,27.88
2025-11-17 00:10:09,garden_irrigation,15.73,2.63,21.78
2025-11-17 00:14:46,garden_irrigation,31.13,4.44,9.23
2025-11-17 00:12:28,dishwasher,12.61,1.86,
2025-11-17 00:08:16,kitchen_sink,4.54,4.43,0.99
2025-11-17 00:56:23,bath,5.43,2.03,12.49
2025-11-17 00:49:40,None,26.77,1.79,30.5
2025-11-17 00:13:55,kitchen_sink,21.83,3.75,27.89
2025-11-17 00:51:51,toilet_flush,3.99,3.15,8.56
2025-11-17 00:47:10,dishwasher,3.4,4.68,5.44
2025-11-17 00:08:54,shower,24.68,2.77,39.53
2025-11-17 00:08:54,garden_irrigation,3.01,2.51,2.65
2025-11-17 00:09:49,bath,28.85,3.25,61.1
2025-11-17 00:34:17,bath,24.87,3.1,14.46
2025-11-17 00:01:36,washing_machine,3.31,2.71,1.07
2025-11-17 00:07:16,kitchen_sink,3.43,3.93,2.2
2025-11-17 00:23:15,kitchen_sink,34.54,4.16,28.18
2025-11-17 00:17:13,shower,13.41,4.49,11.39
2025-11-17 00:36:52,dishwasher,13.29,4.9,23.15
2025-11-17 00:56:38,kitchen_sink,28.54,2.43,20.01
2025-11-17 00:14:16,garden_irrigation,33.18,4.01,58.27
2025-11-17 00:22:38,bath,34.52,2.88,14.14
2025-11-17 00:05:24,kitchen_sink,26.49,3.87,14.27
2025-11-17 00:15:30,shower,13.48,3.17,18.47
2025-11-17 00:42:58,toilet_flush,3.38,4.98,7.84
2025-11-17 00:38:15,garden_irrigation,27.31,4.05,59.45
2025-11-17 00:31:34,toilet_flush,19.76,4.83,47.98
